E0-001-094925485-1,Just Barre - Fitness,Encinitas Community Center,performing arts
E0-001-094925528-5,Ballet Teen/Adult Level II,Encinitas Community Center,performing arts
E0-001-094925742-3,Line Dancing Beginning - Level 1,Encinitas Community Center,performing arts
E0-001-094926714-7,Dance Classes - Fun Sway,Encinitas Community Center,performing arts
E0-001-094927432-3,Teen/Adult Ballet Combined Levels I - II,Encinitas Community Center,performing arts
E0-001-094925528-5,Ballet Teen/Adult Level II,Encinitas Community Center,performing arts
E0-001-094831110-4,Ninja Hip Hop Camp,Expressions Dance & Movement Center,performing arts
E0-001-093772538-3,Beginning Ballet/Tap Combo,Oceanside High,performing arts
E0-001-093738643-0,Dance Ballroom (Aug) - NPC,City of Chula Vista,performing arts
E0-001-093746340-1,Dance to Evolve Pre-Star Shiners Tap/Ballet,Nobel Recreation Center,performing arts
E0-001-093772497-7,Dance Star Shiners Ballet/Tap Combo - Full Session,Carmel Valley Recreation Center,performing arts
E0-001-093734899-9,Dance to Evolve Tiny Movers Tap Dancing/Ballet,Nobel Recreation Center,performing arts
E0-001-093743802-5,Dance to Evolve Magical Munchkins Tap/Ballet,Nobel Recreation Center,performing arts
E0-001-094714966-1,Ukulele (Ages 18-49) - Beginning,Encinitas Community Center,performing arts
E0-001-093794048-7,Susie's Line Dance,Carmel Mountain Recreation Center,performing arts
E0-001-094716061-9,Dance Classes - Fun Sway,Encinitas Community Center,performing arts
E0-001-093774094-8,Dance Event - Advanced Dance,San Ysidro Community Activity Center,performing arts
E0-001-094594507-0,Traditional Hula Dance,Veterans Park Recreation Center,performing arts
E0-001-094306919-0,Camp: Star Wars,Old Poway Park,performing arts
E0-001-093774848-1,Dance to Evolve Magical Munchkins Tap/Ballet,Nobel Recreation Center,performing arts
E0-001-093738643-0,Dance Ballroom (Aug) - NPC,City of Chula Vista,performing arts
E0-001-093772538-3,Beginning Ballet/Tap Combo,Oceanside High,performing arts
E0-001-094217574-0@2016071400,Dancing on the Dock Ages 13+,Pavilion,performing arts
E0-001-094027124-4,Wizard of OzYOUNG ACTORS THEATRE CAMP WK 3,Encinitas Community Center,performing arts
E0-001-094781398-8,Improv Fun With The Laughing Academy Ages 10 -14,Rhein Center,performing arts
E0-001-094220966-7,Fairy Tale Dance Camp,Expressions Dance & Movement Center,performing arts
E0-001-094715821-6,Ballet Teen/Adult Level I,Encinitas Community Center,performing arts
E0-001-093733249-3,Cardio Dance Fitness,Nobel Recreation Center,performing arts
E0-001-093772876-0,Preschool Ballet/ Tap Level 1-LVC,Loma Verde Recreation Center,performing arts
E0-001-094166289-6,Junior Pop Stars Dance & Sing,Oceanside High,performing arts
E0-001-094594507-0,Traditional Hula Dance,Veterans Park Recreation Center,performing arts
E0-001-093679139-8,Irish-Ballet Dance Academy,Hourglass Fieldâ??,performing arts
E0-001-094312983-6,Dance by Michelle - First Steps,Hourglass Fieldâ??,performing arts
E0-001-094312983-6,Dance by Michelle - First Steps,Hourglass Fieldâ??,performing arts
E0-001-094928724-8,Ballet Teen/Adult Level II,Encinitas Community Center,performing arts
E0-001-094925907-8,Ukulele (Ages 18-49) - Intermediate,Encinitas Community Center,performing arts
E0-001-094926528-2,Ukulele (Ages 18-49) - Intermediate,Encinitas Community Center,performing arts
E0-001-094717242-9,Soul Line Dancing,Encinitas Community Center,performing arts
E0-001-094220966-7,Fairy Tale Dance Camp,Expressions Dance & Movement Center,performing arts
E0-001-094348354-9,Living a Fairy Tale Camp,Hillside Community Center,performing arts
E0-001-094286563-0,San Diego Performing and Visual Arts Fair,Del Mar Fairgrounds and Racetrack,performing arts
E0-001-094888793-5@2016071309,Children's Performing Arts and Science Summer Camp,WorldBeat Cultural Center,performing arts
E0-001-094834701-1@2016071309,Children's Performing Arts and Science Summer Camp,WorldBeat Cultural Center,performing arts
E0-001-094650818-6,Summer Intensive Showcase,Creative Performing Media Arts Theater,performing arts
E0-001-092013693-4,"San Diego - Meet Maddie, Kendall & Mackenzie",Royal Academy of Performing Arts,performing arts
E0-001-092733774-5,New Mexico Gun Show Carlsbad,Walter Gerrells Performing Arts and Exhibition Center,performing arts
E0-001-092421642-3,REVEALED: BoSoma Summer Season Performance 2016,Manchester Essex Regional Middle High School,performing arts
E0-001-094919527-5,Holiday Circus,Poway Center for the Performing Arts,performing arts
E0-001-094623119-6,California Ballet Presents The Nutcracker Toddler-friendly Performance,San Diego Civic Theatre,performing arts
E0-001-094129320-7@2016071310,In Dust We Trust: The Parkeology Exhibition,San Diego Art Institute,performing arts
E0-001-094625819-3,Growing Young-A Journey Through Generations,Coronado School of the Arts,performing arts
E0-001-094729988-7,UNIVERSAL SOUND AND BLISSED YOGA AT SLEEP BEDDER NORTH PARK,Sleep Bedder Art Collective,performing arts
E0-001-092168845-2,The Ultimate Bridal Extravaganza,San Diego Performing Arts Center,performing arts
E0-001-092479672-5,COMEDY BANG! BANG! LIVE!,The Irenic,performing arts
E0-001-094764568-8,Polish Tenor Piotr Beczala,Balboa Theatre,performing arts
E0-001-093663238-7,The Sweet Spot / BurrowsInk,Queen Bee's Art & Cultural Center,performing arts
E0-001-093846621-0,The Bawdy Show presents Dizney on Vice,The Merrow,performing arts
E0-001-093677232-0@2017032520,RED VELVET,The Old Globe Theatre,performing arts
E0-001-093925454-2@2016071420,"Hershey Felder as Leonard Bernstein in ""Maestro""",San Diego Repertory Theatre - Lyceum,performing arts
E0-001-094407793-8,Clint Black,Poway Center for the Performing Arts,performing arts
E0-001-091735195-9,Young Actor's Workshop,"California Center for the Arts, Escondido",performing arts
E0-001-093591128-7,The Sweet Spot San Diego: White Party Edition,Queen Bee's Art & Cultural Center,performing arts
E0-001-093246850-8@2016071520,transcenDANCE 10xChange,Museum of Contemporary Art San Diego - La Jolla,performing arts
E0-001-092653946-1,10 x Change,Museum of Contemporary Arts San Diego (La Jolla) Sherwood Auditorium,performing arts
E0-001-092653949-8,10 x Change,Museum of Contemporary Arts San Diego (La Jolla) Sherwood Auditorium,performing arts
E0-001-092653948-9,10 x Change,Museum of Contemporary Arts San Diego (La Jolla) Sherwood Auditorium,performing arts
E0-001-054796060-4,Summer C.A.M.P.,Museum of Contemporary Art San Diego - La Jolla,performing arts
E0-001-094792430-9,Sugar Rush Burlesque Night!,Queen Bee's Art & Cultural Center,performing arts
E0-001-094261639-9@2016072921,SAN DIEGO: Jai Ho! Bollywood Party - Last Fridays at Queen Bee's,Queen Bee's Art & Cultural Center,performing arts
E0-001-092450557-6@2016071714,Downbeat Big Band Dance,Queen Bee's Art & Cultural Center,performing arts
E0-001-093544025-7,Going to the Theater in Early Modern Japan: Kabuki on Stage and in Print,The San Diego Museum of Art,performing arts
E0-001-094682056-5,Ching-Ming Cheng,"California Center for the Arts, Escondido",performing arts
E0-001-094682057-4,The Mariachi Divas,"California Center for the Arts, Escondido",performing arts
E0-001-092830984-6@2016080520,The Complete Works of William Shakespeare (abridged) [revised],Luminary Arts at The Patio Playhouse,performing arts
E0-001-094848034-3,The Perfect Rock and Roll Evening at Liberty Station!,White Box Live Arts Theatre at NTC Liberty Station,performing arts
E0-001-093928195-3,Passport To France,Encinitas Community Center,performing arts
E0-001-037364145-8@2016072817,"Thursdays on the Coast, The Experience, Carlsbad",Carlsbad Village,performing arts
E0-001-093335784-7,Couture and Reggae,World Tuned Radio,performing arts
E0-001-094893485-3,Doublespeak,White Box Theater,performing arts
E0-001-094893484-4,Doublespeak,White Box Theater,performing arts
E0-001-093187798-5,Parquet Courts,The Irenic,performing arts
E0-001-087746660-1@2016071519,"""From Gypsy to Belly Dancing to Flamenco: The Journey""",Cafe Sevilla,performing arts
E0-001-094731333-6,The Royal Tea,Bonita Vista High School Gym,performing arts
E0-001-094731332-7,The Royal Tea,Bonita Vista High School Gym,performing arts
E0-001-094731331-8,The Royal Tea,Bonita Vista High School Gym,performing arts
E0-001-094731333-6,The Royal Tea,Bonita Vista High School Gym,performing arts
E0-001-094946834-8@2016072220,"Disney's ""High School Musical""",Kit Carson Park,performing arts
E0-001-094898232-8,TEDxSanDiego 2016,The University Club atop Symphony Towers,performing arts
E0-001-094408592-8,Juliette Lewis,Casbah,performing arts
E0-001-094367190-4@2016071314,The Dixie Swim Club,Lamplighter's Community Theatre,performing arts
E0-001-091401485-3,Celtic music and stories with Jamie Laval,Museum of Making Music,performing arts
E0-001-093683910-2,USD 2017 Governance Symposium,University of San Diego,performing arts
E0-001-094134930-2,Ratt's Juan Croucier,Brick By Brick,performing arts
E0-001-090715411-7,Cuvee delle Vite,TERI Campus of Life,performing arts
E0-001-093885422-0,TR/ST & COLD CAVE,Soda Bar,performing arts
E0-001-094356039-8,Black Pussy,Brick By Brick,performing arts
E0-001-093808084-3@2016100117,The Hugo Sánchez Soccerland Foundation Gala,Hotel Del Coronado,performing arts
E0-001-093500272-9,Hockey Dad,Casbah,performing arts
E0-001-092667096-2,ATS® Alchemy with Carolena Nericcio-Bohlman,Lafayette Hotel,performing arts
E0-001-093533075-6,THE VERIGOLDS - GARDEN ECHO,Soda Bar,performing arts
E0-001-094912134-0,Mob Programming Workshop - Hunter,Stone Brewing World Bistro and Gardens,performing arts
E0-001-094676428-7,FLAUNT,Quartyard,performing arts
E0-001-094609439-1,The Bones of JR Jones,Casbah,performing arts
E0-001-083825957-0@2016102717,San Diego Grace and Glory Prayer Summit 2016,Sweetwater Regional Park,spirituality
E0-001-091851833-9,"Encinitas, CA - 2016 New Life Awakening Satsang",Seaside Center for Spiritual Living,spirituality
E0-001-094776928-9,Unlock The Spiritual World Of Dreams,San Diego Eckankar Center,spirituality
E0-001-094483799-6,Stories of the Spiritual Awakening - JULY EVENT!,EVE,spirituality
E0-001-093873285-8,Representations of Femininity and Spirituality in African and African American Art,The San Diego Museum of Art,spirituality
E0-001-092199594-5,Encinitas,Seaside Center for Spiritual Living,spirituality
E0-001-094333475-7,Breakthrough Concert and Dance Party,Seaside Center for Spiritual Living,spirituality
E0-001-094651203-7,Free Your Voice Interactive Workshop,Seaside Center for Spiritual Living,spirituality
E0-001-083439685-5@2016071711,"Adoration Service @ RCCG Cornerstone Assembly San Diego, CA",RCCG Cornerstone Assembly,spirituality
E0-001-094285842-7,"Dimitri Moraitis - ""Change Your Aura Change Your Life""",WARWICKS,spirituality
E0-001-083825957-0@2016102717,San Diego Grace and Glory Prayer Summit 2016,Sweetwater Regional Park,spirituality
E0-001-091851833-9,"Encinitas, CA - 2016 New Life Awakening Satsang",Seaside Center for Spiritual Living,spirituality
E0-001-094776928-9,Unlock The Spiritual World Of Dreams,San Diego Eckankar Center,spirituality
E0-001-094483799-6,Stories of the Spiritual Awakening - JULY EVENT!,EVE,spirituality
E0-001-093873285-8,Representations of Femininity and Spirituality in African and African American Art,The San Diego Museum of Art,spirituality
E0-001-094651203-7,Free Your Voice Interactive Workshop,Seaside Center for Spiritual Living,spirituality
E0-001-094333475-7,Breakthrough Concert and Dance Party,Seaside Center for Spiritual Living,spirituality
E0-001-092199594-5,Encinitas,Seaside Center for Spiritual Living,spirituality
E0-001-083439685-5@2016071711,"Adoration Service @ RCCG Cornerstone Assembly San Diego, CA",RCCG Cornerstone Assembly,spirituality
E0-001-094285842-7,"Dimitri Moraitis - ""Change Your Aura Change Your Life""",WARWICKS,spirituality
E0-001-092096105-7,Carlsbad - 2016 New Life Awakening Retreat: Benefactors' Program,Hilton Garden Inn Carlsbad Beach,spirituality
E0-001-092284737-1,"""Identity Awakens"" presented by Unidentified Dance",El Mirador (rooftop of the Natural History Museum),spirituality
E0-001-093933804-8,"An Afternoon with Brian McLaren at Sojourn Grace Collective, San Diego",Sojourn Grace Collective,spirituality
E0-001-093909132-3@2016071310,Of Animal Importance,Museum of San Diego History,spirituality
E0-001-093804321-3,2016 New Life Awakening Retreat – Carlsbad -BENEFACTORS July 30 @ 10:00 am - 8:00 pm,"Postal code 92011, United States",spirituality
E0-001-093025004-8@2016120219,CWS at 61st & Division COC 2016,61st & Division Street Church of Christ,spirituality
E0-001-093804267-6,"2016 New Life Awakening Satsang - Encinitas, CA","Postal code 92024, US",spirituality
E0-001-094410609-0@2016100811,"Tantra Counselor Course in San Diego, CA with Shawn Roop","San Diego, California, United States",spirituality
E0-001-092339457-5,David Bazan,Casbah,spirituality
E0-001-093804395-8,"2016 Kundalini Kriya Yoga Day Retreat – Carlsbad, CA July 31 @ 10:00 am - 6:00 pm","Postal code 92011, United States",spirituality
